180	7282
180	2284
180	7575
180	7581
185	2676
185	2284
185	2748
185	2673
185	2299
185	2670
1835	42355
1835	166627
1835	578229
2269	64099
2269	67726
2269	453472
2269	575141
2269	628409
2284	185
2284	180
2299	185
2299	2515
2299	2673
2310	2409
2310	64473
2310	64463
2310	64483
2310	64469
2310	433128
2318	54108
2318	54100
2318	54157
2318	54145
2318	54254
2406	54107
2406	54101
2406	112979
2406	628465
2409	57220
2409	57441
2409	57434
2409	57603
2409	60205
2409	60003
2409	60001
2409	59943
2409	59947
2409	60038
2409	60037
2409	57368
2409	60045
2409	2310
2409	60203
2409	57231
2409	57447
2409	2412
2409	60576
2409	57226
2409	60639
2412	185
2412	2284
2412	2409
2412	2310
2412	57249
2412	57603
2412	60003
2412	60205
2412	66370
2412	66372
2412	68746
2412	101515
2412	162523
2412	480664
2412	481250
2412	627187
2670	185
2670	620862
2673	185
2673	2299
2673	2515
2673	62757
2673	62748
2676	185
2676	2748
2676	63713
2676	64075
2676	64229
2730	185
2730	55291
2730	58338
2730	59814
2730	61933
2730	63662
2730	64265
2730	163884
2730	232244
2730	308857
2730	326377
2730	415145
2730	450338
2730	629941
2730	630364
2730	649586
2730	656385
2730	1084668
2748	185
2748	64017
2748	64020
2748	64092
2748	64262
2748	64265
3751	91829
3751	91882
4484	105995
4484	106004
4484	105899
4484	105889
4484	106105
5751	1456949
5773	64020
5773	127267
5773	163381
5773	474352
5773	593854
6261	139153
6261	139818
6261	139746
6261	139663
6261	139925
6261	139739
7282	180
7282	160049
7282	160015
7282	60152
7282	160055
7282	63520
7282	160050
7282	67039
7282	160871
7282	77334
7282	161075
7282	161077
7575	166786
7575	166772
7575	132330
7575	166634
7575	167550
7575	167553
7581	2515
7581	107914
7581	625130
7581	959866
12317	238355
12317	231891
12317	239057
12886	250508
12886	250510
12886	250505
12886	250561
17751	298343
17751	303735
17751	303834
17751	155974
17751	169348
17751	304027
20727	331208
20727	169015
20727	168829
21051	679300
25470	378021
25470	37355
25470	315574
25470	379458
25470	379529
25470	379478
25470	379359
25470	315739
25470	315577
25470	379477
25470	378681
25470	379613
26034	58207
26034	302039
26034	308809
26034	337698
26034	416014
26034	420834
26034	422432
26034	427589
26034	471922
26034	578655
26034	604512
26034	626274
26034	627962
26034	630185
26034	657443
26034	802139
