353	8820
353	8818
353	8949
4343	100380
4343	100381
4343	100416
4649	111541
4649	111411
4649	111619
4649	111767
4649	111546
4649	112053
4649	112149
4649	112227
4649	112230
4649	112235
4649	112370
4649	112374
4777	91235
4777	179140
5043	416578
5043	654095
5061	4649
5061	114377
5061	112235
5061	114523
5125	121691
5125	121682
5125	122782
6299	983232
7126	7129
7126	159057
7126	159174
7126	159063
7126	9650
7126	144597
7126	159610
7129	7126
8036	178152
8818	353
8818	203911
8818	1089128
8820	353
8820	173271
9033	14716
9191	181774
9457	114802
9458	173050
9458	199342
9464	9533
9464	101600
9464	202532
9464	202530
9464	195263
9464	202342
9464	202344
9464	108452
9464	133439
9533	9464
9533	18555
9533	163612
9533	198496
9533	202392
9533	202393
9540	199171
9540	199168
9540	9674
9540	9650
9540	199174
9540	199172
9543	69675
9543	106077
9543	174220
9543	201978
9650	7126
9650	9540
9650	200195
9650	200203
9650	201156
9650	434355
9650	490958
9650	652272
9650	689484
9650	881042
9650	882579
9650	1072132
9674	9540
9674	204456
9674	204422
9674	19434
9674	199172
9674	204603
9674	9650
9674	200203
9674	200209
9674	204700
9674	204710
9674	64131
9676	201978
9676	492545
9698	203172
9698	203171
9698	173284
9698	203060
9698	203046
9698	45732
9698	203507
9698	202068
9698	203517
9698	169837
9698	203163
9698	153447
9698	152712
9698	203722
9698	52640
9698	203736
9698	203859
9698	203871
9698	203872
9698	203875
9698	11080
9698	203961
9698	203962
9698	204031
9698	204032
9698	108472
9698	204107
9698	204108
9698	204114
9698	204118
9698	204159
9698	204256
9698	204629
9698	146762
9698	204719
9698	204724
9698	72080
9698	134961
9698	204072
9698	112370
9698	204857
9698	204862
9698	204928
9698	45793
9698	204983
9972	179507
10312	211891
10312	211902
10312	212035
10312	163612
10687	197622
10687	218059
10687	217950
10687	256664
10687	578063
11080	255272
11080	838465
11337	173320
11337	232295
11337	231952
11337	181417
11337	232214
11337	159001
11337	232333
11337	170177
11337	232375
11337	231719
11337	232322
11337	232302
11337	232376
11337	232834
11337	183186
11337	132184
11337	182872
11337	202344
11337	233054
11337	233105
11337	233178
11337	196991
11337	233183
11337	91152
11337	233198
11337	132811
11899	809405
11899	914043
11899	1065153
12360	168531
12360	243881
12360	192988
12360	170024
12360	243608
12360	242595
12360	243823
12360	181845
12360	48870
12360	243605
12360	243748
12360	154027
12360	243884
12360	243753
12360	210540
12360	118325
12360	130409
12360	181422
12360	243752
12360	244404
12360	197536
14716	117258
14716	272377
14716	272078
14716	63303
14716	272381
14716	62271
14716	175615
14716	273073
14716	273074
14716	273075
14988	992967
15346	279343
15346	279342
15346	279340
15346	279338
15346	226272
15346	279294
15346	279288
15346	279290
15346	194577
15346	279395
15346	279284
15346	279205
15346	279208
15346	279388
15346	279393
15346	279397
15346	194479
15346	100486
15346	279768
15709	117248
15709	117387
15709	158070
15709	181774
15709	198496
15709	678923
15709	913195
15709	913196
15709	1040766
17274	77319
17480	302050
17480	199142
17480	233931
17480	17611
17480	224771
17480	64189
17480	301922
17480	171225
17480	302231
17480	137042
17480	278528
17480	302439
17480	302458
17480	302469
17480	302471
17480	198930
17611	17480
17611	105016
17611	233931
17611	302231
18555	9533
18555	309592
19434	9674
19434	314939
19434	22576
19434	20192
19434	117018
19434	204305
19434	317572
19434	93063
19434	319463
19434	319515
19434	203962
19434	294471
19434	204422
19434	285365
19434	319847
19434	319901
19434	229823
20192	19434
20192	315276
20192	314939
20192	45632
20192	122640
20192	322969
20192	229823
20192	322467
20192	112227
20192	322818
20192	322782
20192	173050
20192	322783
20192	322784
20192	322846
20192	322779
20192	322968
20192	125472
20192	322973
20192	323384
20192	323386
20192	22576
20192	323526
20192	169406
20192	323562
20192	323563
20192	323619
20192	294694
20813	329583
20813	329641
20813	265172
20813	206421
20813	329587
20813	191871
20813	329854
20813	115076
20813	329858
20813	112235
20813	286572
20813	97156
20813	197413
20813	279205
20813	329940
22080	37097
22080	129837
22080	184768
22080	228434
22080	838393
22576	19434
22576	150005
22576	150739
22576	154268
22576	154607
22576	184530
22576	199793
22576	226858
22576	238506
22576	258401
22576	294629
22576	354949
22576	354951
22576	355061
22576	865202
22957	121682
22957	217811
22957	233931
24859	117020
24859	373285
24859	166423
26138	132625
26138	190915
26138	198930
26138	384317
26138	251933
26138	384338
26138	384570
26138	384315
26138	117201
26138	384379
26138	64189
26138	278533
26138	215952
26138	57756
26138	384484
26138	384316
26138	382368
26138	221599
26138	331547
26138	179507
26138	179631
26138	26228
26138	129837
26138	116692
26138	384748
26138	384751
26138	248665
26138	384793
26138	102261
26216	14716
26216	184389
26228	26138
26228	42418
26228	114802
26228	116692
26228	184768
26228	385373
26228	385541
26229	1124587
26343	201610
26343	326080
26343	384991
26343	385024
26343	385080
26343	76209
26434	33621
26434	77211
26434	101867
26434	179507
26434	303074
26434	335156
26434	351086
26434	363396
26434	686993
26434	773893
26434	831077
27436	201332
27436	150530
27436	204422
27436	160160
27436	201606
27436	160164
27436	200319
27436	399921
27436	201597
27436	399923
27436	158110
27436	201474
27436	356999
28250	78461
28250	184514
28250	404654
28972	64189
28972	72679
28972	90987
28972	184389
28972	228203
28972	329641
28972	388714
28972	407528
28972	414198
28972	552052
28972	860849
28972	1007516
28972	1149196
29223	100192
29223	410455
29223	413468
29335	29378
29335	75271
29335	91096
29335	170130
29335	215947
29335	269677
29335	360162
29335	404654
29335	406531
29335	421720
29335	559615
29335	1062431
29335	1514083
29375	124862
29375	130331
29375	217811
29375	243881
29375	410455
29375	411135
29375	413512
29375	417502
29375	552049
29375	668177
29375	759823
29375	859346
29375	911697
29378	406479
29378	412192
29378	192992
29378	29335
29378	232333
29378	75271
29378	412357
29378	63687
29378	118096
29378	411663
29379	152718
29379	412795
29379	412794
29379	412944
29379	200640
29379	350945
29379	309301
29379	199342
29379	412674
29379	413001
29379	411132
29495	199589
29495	412793
29495	413512
29497	64189
29497	410455
29497	411204
29497	412793
29497	412674
29497	412746
29497	413512
29497	1159245
29886	48870
29987	132471
29987	195670
29987	110262
29987	86797
29987	278533
29987	37097
29987	418177
29987	417895
29987	278764
29987	243881
29987	352549
29987	132802
29987	417502
29987	418642
29987	22080
29987	57756
31340	430337
31340	430338
31340	430347
31340	430454
31340	430456
31340	430500
31340	430501
31340	89365
31340	430506
31340	430507
31340	430508
31340	430297
31340	430631
31340	79595
31340	430632
31340	430634
31340	63793
31340	430639
31340	356432
31340	430751
31340	430753
31340	388399
31340	258860
31340	422609
31340	430821
31340	129733
33014	56921
33014	359799
33014	201156
33014	117017
33621	229823
33621	448213
33621	247985
33621	323386
33621	359799
33621	351625
33621	297354
33621	363528
33709	63457
33709	67176
33709	90987
33709	99284
33709	117743
33709	135299
33709	344949
34052	409596
34052	66150
34052	116468
34052	201332
34052	326075
34052	408053
34052	455045
34052	409244
34052	403402
34052	91890
34052	194546
34052	173148
34052	455048
34052	399923
34052	200925
34052	297359
34052	411435
34052	53047
34052	297384
34052	455557
34052	146697
34052	418150
34736	465215
34736	463142
34736	194806
34736	175147
34736	199663
34736	455557
34736	465328
34736	197966
35218	154987
35218	121208
35218	116692
35470	410820
35470	233178
35470	282583
35470	473084
35470	473086
35470	98379
35470	77641
36379	386151
37097	29987
37097	101600
37097	133439
37097	467940
37097	302469
37097	184785
37097	173910
37350	491483
37350	184785
37516	119336
37516	492406
37516	492811
37516	264669
37516	492815
37516	197474
37516	410730
37516	492814
37516	410815
37516	437480
37516	492883
37516	199793
37516	323526
37516	149604
37516	150003
38940	322818
38940	39984
38940	502423
38940	320983
38940	119319
38940	502458
38940	201331
38940	502480
38940	77211
38940	204719
38940	316420
38940	200319
39423	70246
39423	504072
39423	221662
39423	75013
39423	504122
39423	504130
39423	504034
39423	492406
39423	335267
39423	447230
39423	336735
39423	176107
39423	258890
39423	134568
39423	504610
39423	335422
39423	504611
39423	504612
39423	504613
39423	504617
39423	85397
39423	46348
39423	272855
39423	483612
39423	504677
39880	103373
39880	147222
39880	158110
39880	201659
39880	390469
39880	410659
39880	415531
39880	415828
39984	38940
39984	158302
39984	156235
39984	77211
39984	171651
39984	158544
39984	158462
